year,title,id,imdbid,rating
2007,White Noise 2: The Light,1045,0496436,1
2007,"World Unseen, The",1339,1048174,3
2007,Lynch,1438,1032207,1
2007,After Sex,1344,0465375,3
2007,Brooklyn Rules,1578,0283503,3
2007,Shooter,1184,0822854,1
2007,Teeth,1196,0780622,3
2007,Hitman,1283,0465494,0
2007,"Orphanage, The",1285,0464141,3
2007,Itty Bitty Titty Committee,1115,0496328,3
2007,Cocalero,1439,0925230,3
2007,"Jane Austen Book Club, The",1151,0866437,3
2007,"Lookout, The",1167,0427470,3
2007,Free Rainer,1524,0810868,2
2007,Death at a Funeral,1522,0795368,3
2007,XXY,1552,0995829,3
2007,Vexille,1466,0970472,3
2007,"Bad Mother&#39;s Handbook, The",1671,0909010,3
2007,Ninas Mal,1706,0806940,3
2007,Ekusute (Exte: Hair Extensions),1713,0904049,3
2007,Trick &#39;r Treat,1715,0862856,3
2007,Love Songs,1741,0996605,3
2007,Appleseed Saga: Ex Machina,1764,1043842,3
2007,"Band&#39;s Visit, The",1799,1032856,1
2007,Tricks,1802,1094278,3
2007,"4 Months, 3 Weeks and 2 Days",1806,1032846,3
2007,Beaufort,1808,0758732,0
2007,St. Trinian&#39;s,1840,0964587,3
2007,"Diving Bell and the Butterfly, The",1868,0401383,2
2007,Michael Clayton,1889,0465538,2
2007,How About You,1899,0887745,3
2007,Mr. Magorium&#39;s Wonder Emporium,1903,0457419,0
2007,Auf der anderen Seite,1925,0880502,3
2007,5 Centimeters Per Second,1939,0983213,1
2007,Meet the Robinsons,1945,0396555,1
2007,Watching the Detectives,2111,0472205,1
2007,30 Days of Night,2130,0389722,2
2007,28 Weeks Later,2131,0463854,3
2007,"Visitor, The",2147,0857191,3
2007,Music and Lyrics,2170,0758766,3
2007,Arranged,2248,0848542,3
2007,Year of the dog,2207,0756729,3
2007,King of California,2341,0388182,1
2007,"Signal, The",2364,0780607,2
2007,Gone Baby Gone,2371,0452623,3
2007,Margot at the Wedding,2409,0757361,3
2007,Bratz,2472,0804452,3
2007,Hostel: Part II,2473,0498353,3
2007,Eagle vs Shark,2478,0494222,3
2007,Fracture,2519,0488120,1
2007,Young People Fucking,2529,0913445,1
2007,Charlie Wilson&#39;s War,2574,0472062,3
2007,Breach,2581,0401997,1
2007,"Condemned, The",2597,0443473,1
2007,Sword of the Stranger,2601,1121794,3
2007,Northanger Abbey,2604,0844794,3
2007,Shelter,2621,0942384,1
2007,My Blueberry Nights,2655,0765120,3
2007,Cutlass,2676,1107809,3
2007,"Man from London, The",2743,0415127,3
2007,Lars and the real Girl,2795,0805564,3
2007,Steam,2856,0892100,3
2007,In the Arms of My Enemy,2976,0814795,0
2007,"Ensemble, c&#39;est tout",2992,0792965,3
2007,I Could Never Be Your Woman,3012,0466839,3
2007,Death Defying Acts,3013,0472071,3
2007,Welcome to the Quiet Room,3015,0997174,3
2007,Eastern Promises,3069,0765443,3
2007,Beowulf,3086,0442933,3
2007,La vie en rose,3129,0450188,3
2007,Sydney White,3151,0815244,3
2007,1408,3206,0450385,3
2007,Elizabeth: The Golden Age,3230,0414055,3
2007,"Nanny Diaries, The",3308,0489237,3
2007,"Mist, The",3324,0884328,3
2007,Bridge to Terabithia,3333,0398808,3
2007,Timecrimes,3343,0480669,0
2007,"Secret, The",3344,0446463,3
2007,Salvation,3424,0860528,1
2007,Fermat&#39;s Room,3438,1016301,0
2007,Irina Palm,3474,0762110,3
2007,Gone,3494,0482374,3
2007,Black Water,3545,0816436,3
2007,La reine soleil,3547,0459959,3
2007,Negative Happy Chain Saw Edge,3577,1024856,0
2007,If I Had Known I Was a Genius,3604,0758753,2
2007,Dan in Real Life,3615,0480242,3
2007,Ballet Shoes,3617,1083845,3
2007,Inside,3629,0856288,3
2007,[Rec],3646,1038988,3
2007,Halloween,3655,0373883,3
2007,Ten Inch Hero,3663,0829297,3
2007,Caramel,3707,0825236,2
2007,Evangelion: 1.0: You Are (Not) Alone,3731,0923811,3
2007,We Are the Strange,3774,0923985,0
2007,Blades of Glory,3777,0445934,3
2007,TMNT,3811,0453556,1
2007,99 francs,3899,0875113,1
2007,Out at the Wedding,3935,0488023,3
2007,Naissance des pieuvres,3989,0869977,3
2007,Before the Devil Knows You&#39;re Dead,4001,0292963,2
2007,I Know Who Killed Me,4007,0897361,3
2007,Across the Universe,4028,0445922,3
2007,"Number 23, The",4029,0481369,1
2007,Barbie as the Island Princess,4040,1092053,3
2007,Numb,4044,0795439,1
2007,Se upp f&ouml;r d&aring;rarna,4060,0959342,3
2007,Bhool Bhulaiyaa,4121,0995031,1
2007,Fat Like Me,4158,0889600,3
2007,She&#39;s a Boy I Knew,4152,1095496,3
2007,"King of Kong: A Fistful of Quarters, The",4153,0923752,1
2007,We Own the Night,4162,0498399,0
2007,Hannibal Rising,4209,0367959,1
2007,"Yobi, the Five-Tailed Fox (Cheon-nyeon-yeo-woo-yeo-woo-bi)",4264,1077274,3
2007,Bratz: Fashion Pixiez,4313,2330312,3
2007,Because I Said So,4439,0490084,3
2007,Imprint,4728,0816530,3
2007,La torre de Suso,4757,0896986,1
2007,Whisper,4762,0435528,2
2007,Breakfast with Scot,4800,0910847,1
2007,Days and Clouds,4833,0887732,3
2007,Far North,4886,0860866,3
2007,Dark Mirror,4963,0486651,3
2007,P2,4984,0804516,3
2007,Flight of the Living Dead,5055,0780583,3
2007,Freedom Writers,5496,0463998,1
2007,"Life Before Her Eyes, The",5028,0815178,3
2007,"Messengers, The",5042,0425430,3
2007,American Zombie,5045,0765430,3
2007,"Tracey Fragments, The",5071,0801526,3
2007,Fantastic Four: Rise of the Silver Surfer,5075,0486576,3
2007,Chakde! India,5146,0871510,3
2007,Shrooms,5204,0492486,3
2007,Smiley Face,5245,0780608,3
2007,2 Days in Paris,5291,0841044,3
2007,Transmorphers,5328,0960835,3
2007,Shut em up,5451,0465602,1
2007,Gracie,5461,0441007,3
2007,Spider-Man 3,5483,0413300,2
2007,"Lust, Caution",5501,0808357,3
2007,Mataharis,5509,0780565,3
2007,"Bourne Ultimatum, The",5530,0440963,2
2007,"So, You&#39;ve Downloaded a Demon",5583,0348062,3
2007,Dead Silence,5628,0455760,1
2007,Norbit,5662,0477051,2
2007,Ex Drummer,5769,0812243,1
2007,Ha-Sodot (The Secrets),5930,0782867,3
2007,Racing Daylight,5995,0840363,3
2007,High School Musical 2 (TV Movie),6057,0810900,3
2007,Dialogue avec mon jardinier,6286,0825244,1
2007,&quot;The Backyardigans&quot; International Super Spy,6381,1095573,2
2007,Saw IV,6454,0890870,3
2007,Epic Movie,6577,0799949,3
2007,"Brothers Solomon, The",6578,0784972,2
2007,Nancy Drew,6603,0479500,3
2007,"Run, Fatboy, Run",6616,0425413,1
2007,Grandpa for Christmas,6617,0950740,3
2007,Flatland: The Movie,6631,0814106,2
2007,"Babysitters, The",6735,0796302,3
2007,Les deux mondes,6759,0808230,2
2007,I&#39;m Not There.,6795,0368794,1
2007,Shotgun Stories,6828,0952682,3
2007,Bleach Movie 2: The Diamond Dust Rebellion,6905,1148261,2
2007,Control,6987,0421082,2
2007,Awake,7001,0211933,3
2007,Lions for lambs,7078,0891527,0
2007,Las 13 rosas,7079,0809533,3
2007,&quot;Masters of Horror&quot; Right to Die,7121,0871197,1
2007,&quot;Masters of Horror&quot; We All Scream for Ice Cream,7125,0817402,3
2007,&quot;Masters of Horror&quot; The Black Cat,7128,0785533,0
2007,&quot;Masters of Horror&quot; The Washingtonians,7129,0854548,3
2007,&quot;Masters of Horror&quot; Dream Cruise,7131,0868394,1
2007,Lucky Blue,7140,0971205,0
2007,Cafe com Leite,7142,1166805,0
2007,Reine Geschmacksache,7153,0838192,3
2007,Zodiac,7251,0443706,1
2007,Meduzot,7349,0807721,3
2007,American Gangster,7395,0765429,1
2007,Bee Movie,7519,0389790,1
2007,"Last Mimzy, The",7556,0768212,3
2007,Viva,7584,0393956,3
2007,It&#39;s a Free World...,7711,0807054,3
2007,Barbie Fairytopia: Magic of the Rainbow,7714,1007920,3
2007,Cleaner,7773,0896798,1
2007,Est&ocirc;mago,7796,1039960,0
2007,"Reaping, The",7973,0444682,3
2007,Pok&eacute;mon: The Rise of Darkrai,8513,1226251,3
2007,"Water Horse, The",8525,0760329,0
2007,"Assassination of Jesse James by the Coward Robert Ford, The",8535,0443680,1
2007,Aliens vs. Predator: Requiem,8576,0758730,3
2007,Rosa: The Movie,8732,0997260,3
2007,American Pie Presents: Beta House,9002,0974959,2
2007,Underdog,9240,0467110,1
2007,"Heartbreak Kid, The",9247,0408839,2
2007,Hungry Bitches,9352,1765847,3
2007,Mr. Bean&#39;s Holiday,9424,0453451,0
2007,Ghost Rider,9451,0259324,0
2007,A Perfect Stranger,9476,0457433,3
2007,Steak,9627,0889665,0
2007,"Air I Breathe, The",9803,0485851,3
2007,Suburban Girl,9805,0428579,2
2007,David Lynch Cooks Quinoa,10054,8021928,0
2007,Christmas Is Here Again,10306,0762148,3
2007,H&auml;nde weg von Mississippi,10078,0943232,3
2007,August Rush,10107,0426931,3
2007,Under the Same Moon,10126,0796307,3
2007,National Treasure: Book of Secrets,10130,0465234,3
2007,Surfs Up,10203,0423294,1
2007,This Christmas,10227,0937375,3
2007,Chill Out Scooby Doo,10379,1097636,3
2007,Rain Shadow,10438,1116560,2
2008,Starship Troopers 3: Marauder,1,0844760,3
2008,WALL-E,3,0910970,1
2008,"Bank Job, The",19,0200465,3
2008,Jumper,28,0489099,1
2008,In Bruges,34,0780536,1
2008,21,47,0478087,3
2008,"Dark Knight, The",66,0468569,3
2008,"Love Guru, The",60,0811138,1
2008,Hancock,61,0448157,0
2008,"Mutant Chronicles, The",65,0490181,1
2008,Nim&#39;s Island,73,0410377,3
2008,Get Smart,74,0425061,1
2008,Wanted,80,0493464,1
2008,Futurama: The Beast with a Billion Backs,81,1054485,2
2008,Baby Mama,140,0871426,3
2008,Birds of America,141,1029134,3
2008,Be Kind Rewind,145,0799934,1
2008,Vantage Point,176,0443274,3
2008,Iron Man,190,0371746,2
2008,What Happens In Vegas,191,1033643,3
2008,Burn After Reading,189,0887883,1
2008,Speed Racer,192,0811080,3
2008,Meet Dave,193,0765476,1
2008,Journey to the Center of the Earth,194,0373051,1
2008,"Incredible Hulk, The",195,0800080,1
2008,Appaloosa,196,0800308,1
2008,Nick and Norah&#39;s Infinite Playlist,197,0981227,3
2008,27 Dresses,212,0988595,3
2008,Hellboy II: The Golden Army,214,0411477,1
2008,Role Models,217,0430922,1
2008,Bolt,220,0397892,3
2008,Death Race,222,0452608,1
2008,Gomorra,233,0929425,1
2008,Transporter 3,241,1129442,0
2008,Milk,242,1013753,1
2008,Vicky Cristina Barcelona,245,0497465,3
2008,Slumdog Millionaire,251,1010048,1
2008,Frozen River,252,0978759,3
2008,Doubt,254,0918927,3
2008,Step Brothers,260,0838283,1
2008,Tropic Thunder,263,0942385,0
2008,"Lucky Ones, The",265,0981072,3
2008,"Reader, The",273,0976051,1
2008,Revolutionary Road,275,0959337,3
2008,Resident Evil: Degeneration,279,1174954,3
2008,"Wrestler, The",285,1125849,1
2008,Changeling,286,0824747,3
2008,"Day the Earth Stood Still, The",298,0970416,3
2008,Yes Man,305,1068680,1
2008,Inkheart,306,0494238,3
2008,Max Payne,309,0467197,3
2008,Bedtime Stories,310,0960731,3
2008,Mamma Mia!,316,0795421,3
2008,Futurama: Bender&#39;s Game,338,1054486,1
2008,Sunshine Cleaning,346,0862846,3
2008,Miss Pettigrew Lives for a Day,350,0970468,3
2008,"Women, The",355,0430770,3
2008,Blindness,380,0861689,3
2008,Pineapple Express,384,0910936,2
2008,Taken,428,0936501,3
2008,"Eye, The",429,0406759,3
2008,CJ7 (Changjiang 7 hao),447,0940709,1
2008,Eagle Eye,463,1059786,1
2008,High School Musical 3: Senior Year,464,0962726,3
2008,Quantum of Solace,465,0830515,1
2008,Gake no ue no Ponyo,469,0876563,3
2008,Flash of Genius,470,1054588,1
2008,Tinker Bell,473,0823671,3
2008,Fashion,492,0964516,3
2008,"Hurt Locker, The",495,0887912,1
2008,Rachel Getting Married,499,1084950,3
2008,Easy Virtue,500,0808244,3
2008,Twilight,501,1099212,3
2008,Gran Torino,502,1205489,2
2008,Che: Part One,503,0892255,1
2008,"Curious Case of Benjamin Button, The",504,0421715,3
2008,Ghost Town,513,0995039,1
2008,"Beaches of Agnes, The",523,1129435,3
2008,"Alphabet Killer, The",540,0818165,3
2008,Quarantine,541,1082868,3
2008,Repo! The Genetic Opera,542,0963194,3
2008,"Definitely, Maybe",545,0832266,3
2008,Franklyn,584,0893402,2
2008,L&aring;t den r&auml;tte komma in (Let the Right One In),668,1139797,1
2008,Kung Fu Panda,728,0441773,3
2008,Three wise men,730,1270769,1
2008,Kataude mashin garu,740,1050160,3
2008,Sex and the City,747,1000774,3
2008,Fanboys,768,0489049,0
2008,Ai no mukidashi,770,1128075,3
2008,Okuribito (Departures),819,1069238,3
2008,Birdemic,829,1316037,3
2008,Cloverfield,889,1060277,3
2008,Ciao,883,0870089,0
2008,"Sisterhood of the Traveling Pants 2, The",902,1018785,3
2008,Four Christmases,903,0369436,3
2008,"Secret Life of Bees, The",927,0416212,3
2008,Pontypool,952,1226681,0
2008,I&#39;ve Loved You So Long,985,1068649,3
2008,Frost/Nixon,990,0870111,1
2008,City of Ember,1013,0970411,3
2008,"House Bunny, The",1014,0852713,3
2008,Indiana Jones and the Kingdom of the Crystal Skull,1050,0367882,1
2008,My Prison Yard,1583,1103193,3
2008,"Chronicles of Narnia: Prince Caspian, The",1590,0499448,3
2008,Dim Sum Funeral,1548,1216477,3
2008,Stargate: Continuum,1586,0929629,1
2008,Happy-Go-Lucky,1290,1045670,3
2008,God&#39;s Forgotten Town,1178,1077084,3
2008,Step Up 2: The Streets,1104,1023481,3
2008,El regalo,1107,1305138,2
2008,Horton Hears a Who!,1142,0451079,1
2008,"Forbidden Kingdom, The",1143,0865556,1
2008,Marley &amp; Me,1144,0822832,2
2008,Igor,1161,0465502,2
2008,Passengers,1164,0449487,3
2008,"Gamers: Dorkness Rising, The",1516,0447166,3
2008,Mesrine: Killer Instinct,1443,1259014,1
2008,Miracle at St. Anna,1451,1046997,2
2008,Helen,1492,1288589,3
2008,RocknRolla,1495,1032755,1
2008,Lorna&#39;s Silence,1504,1186369,3
2008,Stargate: The Ark of Truth,1585,0942903,3
2008,Wild Child,1394,1024255,3
2008,Martyrs,1398,1029234,3
2008,"Synecdoche, New York",1616,0383028,3
2008,Sauna,1628,1124394,1
2008,"Other Boleyn Girl, The",1641,0467200,3
2008,"Tale of Despereaux, The",1674,420238,3
2008,Fireproof,1709,1129423,2
2008,Dance of the Dead,1718,0926063,1
2008,French Film,1744,0986230,3
2008,T&ocirc;ky&ocirc; sonata (Tokyo Sonata),1746,0938341,1
2008,Wendy and Lucy,1749,1152850,3
2008,Waltz with Bashir,1751,1185616,0
2008,Chi bi (Red Cliff),1757,0425637,1
2008,My Only Sunshine,1801,1370212,3
2008,"Sky Crawlers, The",1829,1056437,3
2008,Forgetting Sarah Marshall,1891,0800039,3
2008,Australia,1892,0455824,2
2008,Ashes of Time Redux,1912,0109688,1
2008,Killshot,1915,0443559,1
2008,Mad Money,2022,0951216,3
2008,Sut,2056,1284591,1
2008,Damn Bastard!,2078,1056444,0
2008,American Violet,2082,1152397,3
2008,S&eacute;raphine,2094,1048171,3
2008,Seven Pounds,2116,0814314,3
2008,Coco Chanel,2118,1094661,3
2008,Goodbye Solo,2203,1095442,1
2008,Bi the Way,2257,0951257,3
2008,Phoebe in Wonderland,2259,1034325,3
2008,Zombie Strippers!,2269,0960890,3
2008,Hamlet 2,2274,1104733,3
2008,Deception,2331,0800240,1
2008,What Doesn&#39;t Kill You,2342,1133991,1
2008,"Loss of a Teardrop Diamond, The",2357,0896031,3
2008,"Brothers Bloom, The",2424,0844286,3
2008,Rough Aunties,2460,1179080,3
2008,Rain,2461,0965440,3
2008,35 Shots of Rum,2516,1100048,3
2008,Everlasting Moments,2614,0961066,3
2008,Examined Life,2694,1279083,3
2008,Adulthood,2832,1126596,2
2008,Valkyrie,2841,0985699,1
2008,Bonnie &amp; Clyde vs. Dracula,2843,1117379,3
2008,Outpost,2858,0892899,0
2008,"World is Big and Salvation Lurks Around the Corner, The",2860,1178197,1
2008,Transsiberian,2968,0800241,3
2008,Merlin,2996,1199099,3
2008,One Million Yen Girl,3016,1077094,3
2008,While She Was Out,3020,0887971,3
2008,Sita Sings the Blues,3029,1172203,1
2008,"No. 1 Ladies&#39; Detective Agency, The",3072,1356380,3
2008,Day of the Dead,3128,0489018,3
2008,"Angus, Thongs and Perfect Snogging",3182,0963743,3
2008,Herb &amp; Dorothy,3281,1227929,3
2008,Barbie and the Diamond Castle,3288,1294138,3
2008,Three Kingdoms: Resurrection of the Dragon,3304,0882978,1
2008,Lion&#39;s Den,3381,1022606,3
2008,Diary of a Nymphomaniac,3444,1111890,3
2008,I Sell the Dead,3457,0902290,1
2008,"Duchess, The",3461,0864761,3
2008,Paris 36,3466,0948535,1
2008,"Edge of Love, The",3467,0819714,3
2008,La belle personne,3510,1263778,3
2008,Were the World Mine,3512,0476991,3
2008,"Strangers, The",3612,0482606,3
2008,Ghost in the Shell 2.0,3693,1260502,3
2008,Defiance,3711,1034303,3
2008,Doomsday,3758,0483607,3
2008,Management,3965,1082853,2
2008,Fly Me to the Moon,3998,0486321,0
2008,Pirates II: Stagnetti&#39;s Revenge,4026,1266097,3
2008,"Baader Meinhof Complex, The",4030,0765432,3
2008,"Welcome Home, Roscoe Jenkins",4046,0494652,3
2008,Dante 01,4483,0487928,3
2008,Older Than America,4730,0932669,3
2008,Seventh Moon,4767,1052040,0
2008,"Spirit, The",4805,0831887,2
2008,Grizzly Park,4812,0915460,3
2008,Mid-August Lunch,4935,1277728,3
2008,Miao Miao,4959,0984130,3
2008,Made of Honor,5007,0866439,2
2008,Possession,5048,0368563,3
2008,Deadgirl,5050,0896534,0
2008,Prom Night,5077,0926129,3
2008,Overcome,5148,2132415,2
2008,Princess: A Modern Fairtyale,5174,1052352,3
2008,Mirrors,5205,0790686,1
2008,Over Her Dead Body,5244,0785007,3
2008,Superhero Movie,5412,0426592,3
2008,Kenna,5469,1340664,3
2008,Bronson,5474,1172570,1
2008,"Ruins, The",5475,0963794,3
2008,Dead at 17,5481,1153103,3
2008,I Can&#39;t Think Straight,5584,0830570,3
2008,"Mummy: Tomb of the Dragon Emperor, The",5656,0859163,3
2008,Casi divas,5658,1049948,3
2008,Treeless Mountain,5691,1143155,3
2008,"Family That Preys, The",5703,1142798,3
2008,Revanche,5748,1173745,1
2008,"Chaser, The",5858,1190539,0
2008,"Secret of Moonacre, The",5864,0396707,3
2008,Nothing But the Truth,5904,1073241,3
2008,Keith,6059,0435679,3
2008,Last Chance Harvey,6097,1046947,3
2008,"Burning Plain, The",6262,1068641,3
2008,Bienvenue chez les Ch&#39;tis,6287,1064932,2
2008,Camp Rock,6347,1055366,3
2008,Skin,6543,0964586,3
2008,"X-Files: I Want to Believe, The",6621,0443701,3
2008,Clash of the Santas,6620,1286742,3
2008,Aanrijding in Moscou,6681,0948530,3
2008,Sleep Dealer,6688,0804529,0
2008,Pretty Ugly People,6817,0874425,3
2008,"10,000 BC",6825,0443649,1
2008,All about women,6861,1037146,3
2008,Sparrow,6863,0491044,0
2008,Blind Loves,6893,1226291,2
2008,Camino,6946,1206285,3
2008,La mujer sin cabeza,7071,1221141,3
2008,Etz Limon,7074,1172963,3
2008,Rambo,7127,0462499,0
2008,"Boy in the Striped Pajamas, The",7190,0914798,3
2008,"Bleach: Fade to Black, I Call Your Name",7210,1339302,3
2008,Solo Quiero Caminar,7381,1078600,3
2008,Die Welle,7437,1063669,3
2008,A Wednesday,7536,1280558,1
2008,Brideshead Revisited,7622,0412536,1
2008,Hunger,7641,0986233,0
2008,"Patrik, Age 1.5",7657,1067733,1
2008,Picture This,7813,1076252,2
2008,Dr. Horrible&#39;s Sing-Along Blog,8387,1227926,0
2008,Dead Space: Downfall,8503,1267379,2
2008,Venkovsky ucitel,8528,1284526,1
2008,TBS,8534,1092019,1
2008,Mannen som elsket Yngve,8536,1114723,1
2008,Valami Amerika 2,8563,1235075,1
2008,Bottle Shock,8698,0914797,1
2008,Disfigured,8706,0830535,3
2008,"Spiderwick Chronicles, The",8818,0416236,0
2008,Lake Mungo,8854,0816556,1
2008,iCarly: iGo to Japan,9196,1286124,3
2008,Saw V,9291,1132626,3
2008,Lakeview Terrace,9340,0947802,3
2008,Yip Man,9552,1220719,0
2008,Meet the Spartans,9684,1073498,1
2008,Never Back Down,10057,1023111,2
2008,Strange Wilderness,10060,0489282,0
2008,Star Wars: The Clone Wars,10150,1185834,1
2008,Somers Town,10160,1172206,1
2008,You Don&#146;t Mess with the Zohan,10311,0960144,1
2008,The Little Mermaid: Ariel&#39;s Beginning,10316,0969647,3
2009,Futurama: Into the Wild Green Yonder,276,1054487,3
2009,Dead Like Me: Life After Death,278,1079444,3
2009,Thick as Thieves,307,1112782,1
2009,Adventureland,311,1091722,3
2009,Coraline,314,0327597,3
2009,17 Again,315,0974661,3
2009,Star Trek,324,0796366,3
2009,Angels &amp; Demons,331,0808151,0
2009,Up,334,1049413,1
2009,Terminator Salvation,344,0438488,2
2009,"Soloist, The",347,0821642,1
2009,Push,353,0465580,3
2009,Knowing,354,0448011,1
2009,Watchmen,358,0409459,3
2009,"Hangover, The",361,1119646,1
2009,Public Enemies,371,1152836,1
2009,Harry Potter and the Half-Blood Prince,375,0417741,3
2009,Grey Gardens,377,0758751,3
2009,Princess Protection Program,385,1196339,3
2009,Funny People,408,1201167,1
2009,Blood: The Last Vampire,423,0806027,3
2009,Julie &amp; Julia,427,1135503,3
2009,(500) Days of Summer,434,1022603,1
2009,G.I. Joe: The Rise of Cobra,453,1046173,1
2009,"Taking of Pelham 123, The",456,1111422,0
2009,Ice Age: Dawn of the Dinosaurs,458,1080016,1
2009,District 9,468,1136608,1
2009,Orphan,471,1148204,3
2009,Transformers: Revenge of the Fallen,477,1055369,3
2009,Br&uuml;no,480,0889583,0
2009,"Girl with the Dragon Tattoo, The",485,1132620,3
2009,9,494,0472033,0
2009,In the Loop,496,1226774,3
2009,Whatever Works,497,1178663,3
2009,Duplicity,498,1135487,2
2009,X-Men Origins: Wolverine,507,0458525,3
2009,Echelon Conspiracy,518,1124039,0
2009,"I Love You, Man",519,1155056,2
2009,Whip It,522,1172233,3
2009,Surrogates,527,0986263,1
2009,Zombieland,528,1156398,3
2009,"Maiden Heist, The",531,1107860,0
2009,Cloudy with a Chance of Meatballs,534,0844471,1
2009,Tsar,536,1424431,1
2009,Underworld: Rise of the Lycans,539,0834001,1
2009,Moon,544,1182345,1
2009,"Men Who Stare at Goats, The",548,1234548,0
2009,Fantastic Mr. Fox,550,0432283,1
2009,"Invention of Lying, The",555,1058017,2
2009,Inglourious Basterds,557,0361748,3
2009,"Princess and the Frog, The",562,0780521,3
2009,Ninja Assassin,563,1186367,1
2009,Up in the Air,578,1193138,2
2009,Avatar,582,0499549,3
2009,Sherlock Holmes,632,0988045,1
2009,Precious: Based on the Novel Push by Sapphire,633,0929632,3
2009,Bitch Slap,635,1212974,3
2009,"House of the Devil, The",641,1172994,3
2009,A Perfect Getaway,642,0971209,3
2009,Jennifer&#39;s Body,643,1131734,3
2009,Antichrist,644,0870984,0
2009,Drag Me to Hell,654,1127180,3
2009,Ghosted,665,1252595,3
2009,My Queen Karo,677,1272041,3
2009,Madeo,678,1216496,3
2009,Spring Breakdown,680,0814331,3
2009,Agora,692,1186830,1
2009,"Imaginarium of Doctor Parnassus, The",696,1054606,1
2009,A Single Man,697,1315981,1
2009,"Secret of Kells, The",703,0485601,0
2009,Nine,709,0875034,2
2009,Dogtooth,712,1379182,3
2009,"Road, The",713,0898367,1
2009,Helen,714,1012729,3
2009,"Lovely Bones, The",718,0380510,3
2009,Los viajes del viento,721,1426374,1
2009,Red Riding: In the Year of Our Lord 1974,724,1259574,1
2009,Capitalism: A Love Story,726,1232207,1
2009,I Love You Phillip Morris,757,1045772,1
2009,Bring It On: Fight to the Finish,758,1349482,3
2009,It&#39;s Complicated,771,1230414,3
2009,"Private Lives of Pippa Lee, The",774,1134629,3
2009,New Moon,780,1259571,3
2009,My Sister&#39;s Keeper,798,1078588,3
2009,Away We Go,804,1176740,3
2009,Soul Kitchen,809,1244668,1
2009,Lost Persons Area,811,1405808,1
2009,"Boat That Rocked, The",812,1131729,3
2009,Fish Tank,888,1232776,3
2009,An Education,885,1174732,3
2009,Bright Star,886,0810784,3
2009,Ajami,891,1077262,2
2009,Law Abiding Citizen,892,1197624,3
2009,Splice,900,1017460,3
2009,Astro Boy,906,0375568,3
2009,Daybreakers,910,0433362,1
2009,Confessions of a Shopaholic,915,1093908,3
2009,Humpday,922,1334537,1
2009,Frequently Asked Questions About Time Travel,932,0910554,2
2009,"Last Station, The",946,0824758,3
2009,Brooklyn&#39;s Finest,951,1210042,1
2009,"Human Centipede (First Sequence), The",978,1467304,3
2009,"Informant!, The",987,1130080,1
2009,Serious Moonlight,992,1133993,2
2009,Beeswax,996,1339268,3
2009,"Girl on the Train, The",1011,1183672,3
2009,Villa Amalia,1036,1348327,3
2009,Air Doll,1043,1371630,1
2009,Invictus,1186,1057500,1
2009,Chloe,1341,1352824,3
2009,White Material,1288,1135952,3
2009,Vision - Aus dem Leben der Hildegard von Bingen,1508,0995850,3
2009,"She, a Chinese",1410,1389374,2
2009,Yesterday Was a Lie,1557,0448182,3
2009,Go get some rosemary,1482,1426362,1
2009,Life During Wartime,1484,0808526,3
2009,Mr. Nobody,1413,0485947,1
2009,Planet 51,1421,0762125,1
2009,Hannah Free,1574,1315214,3
2009,Undertow,1577,1368491,3
2009,Cargo,1446,0381940,3
2009,44 Inch Chest,1520,0914837,1
2009,Nothing Personal,1177,1320352,3
2009,Youth in Revolt,1179,0403702,1
2009,All About Steve,1180,0881891,3
2009,London River,1214,1227787,3
2009,"Proposal, The",1282,1041829,2
2009,Hua Mulan,1286,1308138,3
2009,&quot;Chess in Concert&quot;,1111,1340768,1
2009,Scheherazade Tell Me a Story,1137,1473149,3
2009,"Secret in Their Eyes, The",1140,1305806,1
2009,Mother and Child,1162,1121977,3
2009,Cairo Time,1440,0896529,3
2009,Map of the Sounds of Tokyo,1549,1185376,1
2009,Exam,1454,1258197,3
2009,Cooking with Stella,1526,1479676,3
2009,Hideaway (Le refuge),1485,1504429,3
2009,Summer Wars,1486,1474276,3
2009,Brothers,1487,0765010,3
2009,"Slammin&#39; Salmon, The",1488,1135525,3
2009,"Young Victoria, The",1490,0962736,3
2009,Perrier&#39;s Bounty,1493,1003034,0
2009,"Unloved, The",1494,1268989,3
2009,"Girlfriend Experience, The",1479,1103982,3
2009,Bride Wars,1395,0901476,3
2009,Dead Snow,1080,1278340,2
2009,About Elly,1609,1360860,3
2009,Coco Chanel &amp; Igor Stravinsky,1634,1023441,2
2009,Ngai chai dor ching,1638,1463188,2
2009,2012,1695,1190080,1
2009,"Assassin Next Door, The",1705,1198153,3
2009,Survival of the Dead,1720,1134854,1
2009,"Unborn, The",1721,1139668,3
2009,"Ugly Truth, The",1724,1142988,2
2009,Thirst (Bakjwi),1738,0762073,3
2009,Case 39,1750,0795351,3
2009,A Prophet (Un Prophete),1756,1235166,1
2009,Micmacs (Micmacs &agrave; tire-larigot),1771,1149361,3
2009,"Limits of Control, The",1779,1135092,1
2009,Still waiting,1780,1116186,3
2009,Lebanon,1796,1483831,0
2009,Jaffa,1797,1406160,3
2009,Lourdes,1803,1405809,3
2009,"Police, Adjective",1804,1337051,1
2009,"Milk of Sorrow, The",1805,1206488,3
2009,"Disappearance of Alice Creed, The",1813,1379177,0
2009,Coco avant Chanel,1821,1035736,3
